ID_paper,yes/no (final filtering),type,author,title,abstract,year,journal,doi,source,filename,n_duplicates
545,no,Article,Taylor; Benjamin A. and Cini; Alessandro and Wyatt; Christopher D. R. and Reuter; Max and Sumner; Seirian,The molecular basis of socially mediated phenotypic plasticity in a eusocial paper wasp,"Phenotypic plasticity, the ability to produce multiple phenotypes from a single genotype, represents an excellent model with which to examine the relationship between gene expression and phenotypes. Analyses of the molecular foundations of phenotypic plasticity are challenging, however, especially in the case of complex social phenotypes. Here we apply a machine learning approach to tackle this challenge by analyzing individual-level gene expression profiles of Polistes dominula paper wasps following the loss of a queen. We find that caste-associated gene expression profiles respond strongly to queen loss, and that this change is partly explained by attributes such as age but occurs even in individuals that appear phenotypically unaffected. These results demonstrate that large changes in gene expression may occur in the absence of outwardly detectable phenotypic changes, resulting here in a socially mediated de-differentiation of individuals at the transcriptomic level but not at the levels of ovarian development or behavior. Connecting genotypes to complex social behaviour is challenging. Taylor et al. use machine learning to show a strong response of caste-associated gene expression to queen loss, wherein individual wasp's expression profiles become intermediate between queen and worker states, even in the absence of behavioural changes.",2021,NATURE COMMUNICATIONS,10.1038/s41467-021-21095-6,Web of Science,savedrecs.bib,1
546,no,Article,Leonard; Kathryn M. and Williams; Tony D.,"Long-term, not short-term, temperatures predict timing of egg laying in European Starling","Temperature, particularly within similar to 1 month of egg laying, is thought to be an important, short-term cue used by female birds to calibrate timing of breeding to local conditions. Here, we show that a relatively broad, long-term, temperature window (January 2 to April 4, 92 days; r(2) = 0.73) best predicted timing of egg laying in European Starlings (Sturnus vulgaris). A ``mid-winter{''} temperature window was also strongly correlated with laying date (r(2) = 0.58), but we found no support for an influence of short-term temperatures immediately before egg laying. We assessed the relationship between ambient temperature and timing of egg laying using three complimentary approaches: (1) an ``unconstrained,{''} exploratory analysis; (2) a traditional sliding window approach; and (3) specific, biologically informed temperature windows. Our results contrast with the widely held view that short-term, prebreeding temperatures best predict variation in laying because they allow birds to adjust timing of breeding to local conditions around the time of egg laying. This means that mechanisms that allow integration of long-term temperature information must exist in birds-perhaps most parsimoniously involving indirect effects of temperature on growth of the bird's ectothermic insect prey-even though these are currently poorly characterized. LAY SUMMARY center dot Temperature is thought to be an important ``supplemental cue{''} used by female birds to time breeding. center dot It is widely assumed that late spring temperatures, within similar to 1 month of egg laying, are most predictive of laying date, consistent with the idea that this fine-tunes timing of breeding to year-specific local conditions at the time of laying. center dot Here, we show, in European Starlings, that a relatively broad temperature window (January 2 to April 4) best predicts laying date and that a long-term ``mid-winter{'' temperature window (January 8 to February 22) was also strongly correlated with laying date. center dot We found no evidence that short-term, immediate prelaying temperatures predict laying date. center dot These results contrast markedly with the widely held view that immediate, prebreeding temperatures best predict variation in timing of laying. center dot Birds must have mechanisms that allow integration of long-term temperature information even though these are currently poorly characterized.",2023,ORNITHOLOGY,10.1093/ornithology/ukad020,Web of Science,savedrecs.bib,1
547,no,Article,Le Roux; Elizabeth and Scholtz; C. H. and Kinahan; A. A. and Bateman; P. W.,"Pre- and post-copulatory mate selection mechanisms in an African dung beetle, <i>Circellium bacchus</i> (Coleoptera: Scarabaeidae)","Females of most taxa mate selectively. Mate selection may be: (1) pre-copulatory, involving active female choice and male-male competition, and (2) post-copulatory, with cryptic female choice and sperm competition. Because female dung beetles (Circellium bacchus) invest heavily in parental care by ball-rolling and remaining with developing larva they are, therefore, expected to be highly selective when mating. Mate choice in this species was investigated via behavioral observations and investigations of genital allometry of both sexes, leading to conclusions about the mechanisms of, and male characteristics important in, female choice. Male-male competition seems to be crucial in mate selection of C. bacchus, although the females appeared to show no active mate choice. There is a negative allometric relationship between genital size and body size of males as predicted by the `one size fits all' hypothesis (where males have genitalia that fit average-sized females). For the females, no relationship was found between genital size and body size. This might be as a result of the non-sclerotized nature of female genitalia, which may allow for greater morphological plasticity.",2008,JOURNAL OF INSECT BEHAVIOR,10.1007/s10905-007-9106-z,Web of Science,savedrecs.bib,1
548,no,Article,Kawano; Kazuo,Differentiation of developmental plasticity as a major cause of morphological evolution in stag beetles (Coleoptera: Lucanidae),"Stag beetles show great developmental plasticity (DP) in their external morphology. In intraspecific evolution, DP functions as a stabilizer for morphological change, whereas interspecifically, the evolution of external morphology is primarily a process of differentiation in DP. Greater DP in external morphology has evolved as a species trait through selection for survival in conditions that vary stochastically, rather than a long-term unidirectional trend in conditions. All the interspecific transitions towards larger size, multimodal morphology and adaptive expansion are preceded by an increase in DP. Here, differentiation of DP is more a cause, rather than a result, of species-level evolution. This contrasts with the differentiation of other important traits, such as the morphology of the genitalia, which follow the conventional known process of small effects accumulating to larger effects from an intraspecific stage to an interspecific stage, in which DP plays no significant role. The DP of external morphology, as an emergent property of species, provides the means by which they can survive and subsequently evolve to be better adapted to novel conditions. This contrasting mode of evolution through differentiation of DP should play a crucial role in species survival and the maintenance of biodiversity in the Anthropocene.",2020,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1093/biolinnean/blaa004,Web of Science,savedrecs.bib,1
549,no,Article,Anichini; Marianna and Rebrina; Fran and Reinhold; Klaus and Lehmann; Gerlind U. C.,Adaptive plasticity of bushcricket acoustic signalling in socially heterogeneous choruses,"In many species, males produce sounds to attract a female. In a chorus, males actively adjust their acoustic production depending on the presence and number of mating rivals. Plasticity in signal features might then be advantageous as males could tune their signalling activity to the contest intensity. However, the ability to exhibit plastic behaviour might be constrained and interindividual variation in plasticity can occur. In this field study, we examined the influence of body mass and social environment on the signal expression of male bushcrickets, Poecilimon veluchianus veluchianus. We tested whether differences in signal features of rivals of different body mass and number led to changes in the competition pressure perceived by focal males and, consequently, in their acoustic responses. We used the first principal component from a principal component analysis, reflecting verse duration, duty cycle and syllable number, as a measure of acoustic output. We found that the rivals' acoustic output depended only on their number, being higher for two rivals than one. However, the response of heavy focal males depended on the rivals' body mass. Contrary to what we expected, heavy males produced shorter verses with fewer syllables when competing against two heavy rivals than when competing against one or two light rivals or one heavy rival. Facing light competitors, heavy focal males responded more to two rivals than to one. In contrast, light focal males did not vary their signal features depending on competition conditions. These results indicate that body mass and social context drive interindividual variation in the capacity of P. v. veluchianus males to adjust their signal features to competition levels. We compare these findings with those previously obtained on congeneric species and discuss the outcomes' similarities and discrepancies. Lastly, we provide suggestions for future studies of socially induced plasticity in sexually selected acoustic signal features. (C) 2019 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2019,ANIMAL BEHAVIOUR,10.1016/j.anbehav.2019.10.010,Web of Science,savedrecs.bib,1
550,no,Article,Fox; CW and Thakar; MS and Mousseau; TA,Egg size plasticity in a seed beetle: An adaptive maternal effect,"ln the seed beetle, Staler limbatus, the fitness consequences of egg size vary substantially among host plants. There is intense selection for laying large eggs when larvae will develop on seeds of Cercidium floridum (caused by high mortality penetrating the seed coat) but selection for laying small eggs when larvae will develop on seeds of Acacia greggii (caused by very low mortality penetrating the seed coat and an egg size/egg number trade-off). We test the hypothesis that host-associated variation in egg size within populations of S. limbatus represents an adaptive maternal effect in which females adjust egg size in response to host species. In laboratory experiments, S. limbatus females laid significantly larger and fewer eggs on C. floridum than on A. greggii. When switched between hosts, females readjusted egg size, producing progressively larger eggs on C. floridum and smaller eggs on A. greggii. When conditioned to lay either small eggs (on A. greggii) or large eggs (on C. floridum), and then forced to lay on C. floridum, females conditioned on C. floridum laid eggs that had substantially higher survivorship than eggs laid by females conditioned on A. greggii, These experiments demonstrate that egg size is an adaptively plastic character in S. limbatus.",1997,AMERICAN NATURALIST,10.1086/285983,Web of Science,savedrecs.bib,1
551,no,Article,Fox; CW,Natural selection on seed-beetle egg size in nature and the laboratory: Variation among environments,"The size of eggs that evolves within a population will in theory reflect a balance between selection for large eggs and for increased fecundity. Theory also predicts that the intensity of selection for large eggs (via effects of egg size on progeny survival and growth) increases as environmental quality decreases. I took advantage of variation in seed quality among individuals within one population of a single tree species, Cercidium floridum, to (1) quantify variation in the magnitude of selection on seed beetle (Stator limbatus) egg size, and (2) test the hypothesis that the intensity of selection on egg size increases with decreasing host plant quality. The proportion of larvae that failed to penetrate the seed coat varied substantially among individual trees and was used as a measure of seed-coat resistance. The intensities of selection (i) on egg size also varied among trees. This measure i was positively correlated (among trees) with the resistance of seed coats to penetration by larvae of S. limbatus, indicating that that selection is greatest on trees upon which larval survivorship was lowest. This study thus demonstrates that the intensity of selection on egg size increases as larval environmental quality decreases.",2000,ECOLOGY,10.2307/177398,Web of Science,savedrecs.bib,1
552,no,Article,Ishikawa; Asano and Ishikawa; Yuki and Okada; Yasukazu and Miyazaki; Satoshi and Miyakawa; Hitoshi and Koshikawa; Shigeyuki and Brisson; Jennifer A. and Miura; Toru,Screening of Upregulated Genes Induced by High Density in the Vetch Aphid Megoura crassicauda,"Aphids exhibit several polyphenisms in which discontinuous, alternative phenotypes are produced depending on environmental conditions. One representative example is the wing polyphenism, where winged and wingless females are produced through parthenogenesis. Previous work has shown that, in some aphid species, the density condition sensed by the mother aphid determines the developmental fate of embryos in her ovary, with high densities leading to winged progeny and low densities to wingless progeny. However, little is known about the molecular and physiological mechanisms underlying the wing polyphenism. To identify genes involved in the wing-morph determination in the vetch aphid, Megoura crassicauda, we compared maternal and embryonic transcripts between high- and low-density conditions using differential display, followed by quantitative real-time PCR (qRT-PCR). Under the high-density condition, two genes (Uba1 and Naca) were found to be upregulated in maternal tissues without ovaries, while one gene (ClpP) was upregulated in ovaries containing embryos. Uba1 and Naca encode factors that function in protein modification or transcriptional/translational regulation, respectively. In addition to differential display, candidate gene approaches focusing on morphogenetic and endocrine genes, i.e., wg, dpp, ap, hh, InR, IRS, Foxo, EcR, and USP, were also carried out. We found that wg was upregulated in maternal tissues under the high-density condition. The identified genes from both approaches are candidates for further study of their involvement in the transduction of density signals in mother aphids and/or the initial process of wing differentiation in embryos. J. Exp. Zool. 317:194203, 2012. (c) 2012 Wiley Periodicals, Inc.",2012,JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY,10.1002/jez.1713,Web of Science,savedrecs.bib,1
553,no,Article,Ishikawa; Asano and Miura; Toru,Differential regulations of wing and ovarian development and heterochronic changes of embryogenesis between morphs in wing polyphenism of the vetch aphid,"P>In wing polyphenisms that produced alternative wing morphs depending on environmental conditions, the developmental regulations to balance between flight and reproductive abilities should be important. Many species of aphids exhibit wing polyphenisms, and the development of wing and flight muscles is thought to incur costs of reproductive ability. To evaluate the relationship between flight and reproduction, the fecundity and the wing- and ovarian development in the parthenogenetic generations were compared between winged and wingless aphids in the vetch aphid Megoura crassicauda. Although no differences in offspring number and size were detected, the onset of larviposition after imaginal molt was delayed in winged adults. The comparison of growth in flight apparatus revealed that, after the second-instar nymphs, the flight-apparatus primordia of presumptive wingless aphids were degenerated while those of winged nymphs rapidly developed. In the ovaries of winged line, the embryo size was smaller and the embryonic stages were delayed from third to fifth instars, although these differences had disappeared by the time of larviposition. It is therefore likely that the delay in larviposition in winged aphids is due to the slower embryonic development. The correlation between embryo size and developmental stage suggests that the embryos of winged aphids are better developed than similarly sized embryos in wingless aphids. These heterochronic shifts would facilitate the rapid onset of larviposition after the dispersal flight. This developmental regulation of embryogenesis in the aphid wing polyphenism is suggested to be an adaptation that compensates the delay of reproduction caused by the wing development.",2009,EVOLUTION \& DEVELOPMENT,10.1111/j.1525-142X.2009.00375.x,Web of Science,savedrecs.bib,1
554,no,Article,Macagno; Anna L. M. and Pizzo; Astrid and Rolando; Antonio and Palestrini; Claudia,Size and shape interspecific divergence patterns partly reflect phylogeny in an <i>Onthophagus</i> species-complex (Coleoptera: Scarabaeidae),"Polyphenism has been suggested as an accelerator for morphological evolution and speciation. In the dung beetles of the genus Onthophagus, horn expression is polyphenic: large males develop horns whereas smaller males express greatly reduced or no horns. Horn static allometries seem to diverge rapidly amongst extant taxa, a process which might trigger changes in the male genital morphology, thus possibly promoting speciation as a by-product. It can therefore be hypothesized that interspecific distances in allometries and, possibly, in other morphological traits mirror phylogenetic distances. In this study we first assessed the phylogenetic relationships amongst three closely related taxa belonging to the so-called `Onthophagus fracticornis-similis-opacicollis' species-complex by sequencing the mitochondrial gene cytochrome oxidase subunit 1 (cox1). Biomolecular results indicated three independent lineages, the closest relationships being found between Onthophagus similis and Onthophagus opacicollis. Then we assessed the extent to which divergence pattern of horn static allometries and size and shape divergence patterns of one genital (paramere) and two nongenital (head and epipharynx) structures mirrored the phylogenetic relationships. Interspecific divergence patterns of horn static allometries, paramere, and head shape were found to be congruent with the evolutionary relationships inferred from biomolecular data. Nevertheless, paramere size and epipharynx shape showed patterns not consistent with the phylogeny. Furthermore, the relative size of nongenital structures showed little interspecific divergence compared to their shapes. Our results suggest that size and shape interspecific divergence mirror phylogeny only in part; they also indicate that distinct morphological traits may differ in their tendency to evolve in concert, and that size and shape of the same trait can evolve independently across species. (C) 2011 The Linnean Society of London, Zoological Journal of the Linnean Society, 2011, 162, 482-498. doi: 10.1111/j.1096-3642.2010.00684.x",2011,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/j.1096-3642.2010.00684.x,Web of Science,savedrecs.bib,1
555,no,Article,Bacon; Elisabeth and Barbosa; Flavia,Male harassment leads to fitness costs for females by disrupting oviposition site preferences,"In many species, a difference in the optimal number of copulations for males and females leads to sexual conflict. This is well documented in the bean beetle Callosobruchus maculatus, where both sexes mate multiply and females incur fitness costs from injuries caused by the male genitalia. Here, we demonstrate that sexual conflict also decreases female fitness due to male harassment. We hypothesized that harassment costs would come as 1) decreased clutch size, egg size, or both and by 2) disruption of female preference for higher-quality oviposition substrate. Mated females were housed with two bean types-cowpeas, their preferred natal hosts, and toxic pinto beans. They were then submitted to either no, moderate, or high male harassment in the oviposition site. Females under harassment produced smaller clutch sizes but not smaller eggs, resulting in the absence of an egg-size/clutch-size trade-off. Additionally, females did not exhibit a preference for their natal cowpeas hosts over toxic pinto beans when males were present at the oviposition site, although they do so when harassing males are not present. Harassment disrupted female responses to variation in oviposition substrate quality, resulting in considerable fitness consequences in the form of lower offspring production and survival.",2020,BEHAVIORAL ECOLOGY,10.1093/beheco/araa005,Web of Science,savedrecs.bib,1
556,no,Article,Rebar; Darren and Greenfield; Michael D.,When do acoustic cues matter? Perceived competition and reproductive plasticity over lifespan in a bushcricket,"Individuals often modify their behaviour in response to environmental cues and their own condition. Here we asked whether males modify ejaculates based on information from the sociosexual environment and their physiological age, and how those two factors may interact. We used two populations of the chorusing bushcricket, Ephippiger diurnus, to test whether males strategically adjust large, costly spermatophores they transfer to females during mating based on experience of rivals' calls, and whether males change their investment strategies with age. Males broadcast highly consistent, rhythmically repeated calls of syllables in daily choruses. Populations differ in average syllable number, an important trait under selection via female preference, and females from our two populations prefer calls with more syllables than the population mean. We reared males in one of five acoustic environments that varied in call syllable number. We then mated males twice, as young and old adults, measuring spermatophore size each time. We found that acoustic experience, age and their interaction all significantly influenced male investment, resulting in reaction norms with different slopes. Young males differentially invested in spermatophores in response to acoustic experience, whereas old males generally invested in larger spermatophores across environments. We then tested for a broad pattern of age-related investment with eight different field-collected populations, finding the majority of old males significantly increased spermatophore investment. Our findings demonstrate that both environmental context and an individual's life history state influence plasticity in reproductive investment, and such adjustments may optimize their reproductive success. (C) 2017 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2017,ANIMAL BEHAVIOUR,10.1016/j.anbehav.2017.03.003,Web of Science,savedrecs.bib,1
557,no,Article,Koekemoer; L. L. and Hajkazemian; M. and Zawada; J. W. and Mirzaie; M. and Dahan-Moss; Y. L. and Emami; S. N.,"Data-driven networking of global transcriptomics and male sexual development in the main malaria vector, <i>Anopheles funestus</i>","Deaths from malaria remain staggering despite global support that drives research into new territories. One major gap is our understanding of the sexual biological aspects of the male mosquito, which maintain the vector population solidity. Although Anopheles funestus s.s. is an extremely efficient African vector, little is known about the network between its sexual physiology and gene expression. The Culicidae male's sexual maturity involves a suite of physiological changes, such as genitalia rotation that is necessary for successful mating to occur. We show that mating success is guided by genes and physiological plasticity. Transcriptome analysis between newly emerged males (immature) versus males with rotating genitalia (maturing) provides insight into possible molecular mechanisms regulating male sexual behaviour. Putative transcripts that were associated with male sexual maturation were identified and validated. The discovery of the functions of these transcripts could lead to identifying potential targets for innovative vector control interventions, and mosquito population suppression.",2023,SCIENTIFIC REPORTS,10.1038/s41598-023-43914-0,Web of Science,savedrecs.bib,1
558,no,Article,Swoboda-Bhattarai; Katharine A. and McPhie; Douglas R. and Burrack; Hannah J.,Reproductive Status of <i>Drosophila</i> <i>suzukii</i> (Diptera: Drosophilidae) Females Influences Attraction to Fermentation-Based Baits and Ripe Fruits,"Drosophila suzukii (Matsumura) is an invasive species that is a devastating pest of soft-skinned fruit crops. Although much effort has been directed toward developing traps and attractants to monitor for D. suzukii, current monitoring tools do not reliably predict fruit infestation. The objective of this study was to determine if D. suzukii females at different developmental stages are differentially attracted to monitoring traps with fermentation-based baits and ripe fruits. Females were collected on the surface of traps, within traps, and on ripe fruits during three experiments at field locations in North Carolina, USA, and were dissected to determine their reproductive status. In general, females collected on ripe fruits were more likely to have mature eggs present in their ovaries and had higher numbers of mature eggs than females collected on the surface of or within monitoring traps. The results of this study have implications for D. suzukii monitoring and the development of effective baits for use in integrated pest management programs.",2017,JOURNAL OF ECONOMIC ENTOMOLOGY,10.1093/jee/tox150,Web of Science,savedrecs.bib,1
559,no,Article,Halvorsen; Kim Tallaksen and Sordalen; Tonje Knutsen and Durif; Caroline and Knutsen; Halvor and Olsen; Esben Moland and Skiftesvik; Anne Berit and Rustand; Torborg Emmerhoff and Bjelland; Reidun Marie and Vollestad; Leif Asbjorn,Male-biased sexual size dimorphism in the nest building corkwing wrasse (<i>Symphodus melops</i>): implications for a size regulated fishery,"Size selective harvesting can also be selective on sex in species displaying sexual size dimorphism (SSD). This has potential consequences for mating systems and population dynamics. Here, we assessed spatial variation in SSD and body size in eight Norwegian populations of corkwing wrasse (Symphodus melops), a species where males either mature as nesting or sneaker males. Corkwing wrasse is increasingly harvested in a size-selective fishery which supplies the Norwegian salmon aquaculture industry with cleaner fish to reduce sea-lice infestations. In our study, mature nesting males had larger body sizes than females and sneaker males, and the size difference was significantly larger in the four northernmost populations. Contrasting life history traits in two of the populations (a southern and a northern), we found that the larger SSD in the north was because of nesting males delaying maturation and growing faster relative to females and sneaker males. Mature northern nesting males also had smaller gonads at smaller sizes relative to their southern counterparts, indicating a trade-off between reproduction and somatic growth in males. Applying the current minimum legal size limit for commercial fishing in Norway (12 cm) would have failed to protect any mature nesting males in five out of the eight populations. Moreover, the findings of more male-biased SSD and female-biased sex ratios in the northern populations imply that there is larger potential for sex-selective harvesting in these populations. To avoid fisheries-induced changes in sex ratios, we advocate for spatially structured management units and to refine the current size-regulations using either sex-specific minimum size limits or a slot limit, also protecting the larger fish and therefore more nesting males.",2016,ICES JOURNAL OF MARINE SCIENCE,10.1093/icesjms/fsw135,Web of Science,savedrecs.bib,1
560,no,Article,Sen; Ruchira and Malhotra; Kunika and Gupta; Manisha and Kaur; Rajbir and Bawa; Divya and Duhan; Meghna and Sandhi; Sonia and Songara; Pratibha and Nain; Deepak and Raychoudhury; Rhitoban,"Coping with the `Indian summer': unique nesting cycle and nest architecture of the paper wasp, <i>Polistes wattii</i>","Polistes is one of the most widely distributed and extensively studied primitively eusocial wasps. Based on where they are found, there are two established nesting cycles in this genus. The temperate wasps follow an annual cycle with diapause in winter while the tropical wasps of South America can initiate nests any time of the year and do not hibernate. Additionally, some subtropical Polistes are known to form nest free aggregations during the cold, dry, unfavorable season. Although several species of Polistes wasps are found in India, our knowledge about their biology is pitifully small and is restricted to taxonomic reports. Here, we report the unique nesting cycle of Polistes wattii, a wasp abundantly found in north India and other Asian countries. P. wattii hibernates in winter as well as forms nest-free aggregations in the dry summer season and thus has a nesting cycle with two inactive periods, which no other Polistes is known to follow. The study site in North India experiences short, cold, snow-free winters, spring, a very dry early summer, and humid late summer with intermittent rain. We found that P. wattii here shows several unique adaptations to survive the long Indian summer where it shows two rounds of nest-founding in the same year, once as overwintered, solitary foundress in spring and once with multiple foundresses during summer. To meet the demands of expanding colony in late summer, P. wattii often adds multiple combs to their nest, which are architecturally different from the multiple comb nests reported from neotropical regions and strikingly different from all temperate Polistes who make only single comb nests. This study investigates the nesting biology and natural history of P. wattii to understand how they maximize survival and fitness.",2022,SCIENCE OF NATURE,10.1007/s00114-022-01801-0,Web of Science,savedrecs.bib,1
561,no,Article,Pizzo; Astrid and Roggero; Angela and Palestrini; Claudia and Moczek; Armin P. and Rolandoa; Antonio,Rapid shape divergences between natural and introduced populations of a horned beetle partly mirror divergences between species,"Onthophagus taurus is a polyphenic beetle in which males express alternative major (horned) and minor (hornless) morphologies largely dependent on larval nutrition. O. taurus was originally limited to a Turanic-European-Mediterranean distribution, but became introduced to several exotic regions in the late 1960s. Using geometric morphometrics, we investigate the present-day morphological shape differentiation patterns among native (Italian) and introduced (Western Australian and Eastern US) populations. We then contrast these divergences to those observed between native O. taurus and its sympatric sister species O. illyricus. Our analysis failed to find significant divergences between O. taurus populations in external morphological traits (head, pronotum) when analyses were conducted separately for each sex. However, when sexes and male morphs were analyzed together, three important differences among populations emerged. First, relative warp analyses showed that native and introduced populations diverged in certain shape components that normally distinguish major and minor male morphs. Second, comparison of covariation of body regions (head vs. pronotum) in the three populations showed that populations diverged in the nature of this covariation, suggesting that different body regions are not totally constrained to evolve in concert. Lastly, and most importantly, the analysis of genitalic shape revealed little to no divergence of female genitalia, but unexpected substantial differentiation of male genitalia among the three O. taurus populations. This suggests that genitalic shape divergence can occur extremely rapidly even in the absence of sympatry and possible reinforcement, and that the genitalia of males and females may diverge independent of one another, at least during the early stage of interpopulational divergence. Interpopulation divergences in O. taurus mirrored aspects of interspecific divergences between O. taurus and O. illyricus in some cases but not others.",2008,EVOLUTION \& DEVELOPMENT,10.1111/j.1525-142X.2008.00224.x,Web of Science,savedrecs.bib,1
562,no,Article,Fox; CW and Waddell; KJ and DesLauriers; J and Mousseau; TA,"Seed beetle survivorship, growth and egg size plasticity in a paloverde hybrid zone","1. Although numerous studies have examined the ecology of plant resistance herbivores and the distribution of herbivores within plant hybrid zones, few have examined how plant hybridization influences herbivore growth, development, or life history. The experiment reported here examines variation in survivorship, development time, and final adult body size of Stator limbatus reared on seeds of parental and hybrid Cercidium floridum-X-C. microphyllum trees from a paloverde hybrid zone in eastern California. Because S. limbatus exhibits egg size plasticity in response to host species, the size of eggs that females lay on hybrid and parental plants is also examined. 2. The hypotheses (a) that seeds of hybrid trees are intermediate between those of the two parental species in their resistance to penetration by S. limbatus larvae; (b) that seeds of hybrid trees are intermediate in their suitability for the growth of larvae that successfully penetrate the seed-coat; (c) that female S. limbatus can distinguish between hybrid trees and pure-bred trees, as quantified by the size of eggs they lay on seeds of each taxon, and (d) that female S. limbatus can distinguish among individual hybrid trees, are tested. 3. On average, S. limbatus survivorship was lower, development time longer, and emergence body mass lower on seeds of C. floridum than on seeds of C. microphyllum Seeds of hybrid trees were, on average (across trees), intermediate between seeds of the parental species in the resistance of their seed-coats to penetration by S. limbatus larvae and in their suitability for larval growth. Individual hybrid trees also varied in the resistance of their seeds to, and the suitability of their seeds for, S. limbatus larvae. 4. Female S. limbatus laid significantly larger eggs on seeds of C. floridum than on seeds of C. microphyllum, and, on average, intermediate size eggs on hybrid trees. The size of eggs laid by females also varied among hybrid trees, with females laying C. floridum-sized eggs on some trees, and C, microphyllum-sized eggs on other trees. These results suggest that females have at least some ability to distinguish among hybrid trees, but there was no evidence that females laid larger eggs on poorer quality hybrid trees.",1997,ECOLOGICAL ENTOMOLOGY,10.1111/j.1365-2311.1997.eent095.x,Web of Science,savedrecs.bib,1
563,no,Article,Rossi-Stacconi; Marco Valerio and Kaur; Rupinder and Mazzoni; Valerio and Ometto; Lino and Grassi; Alberto and Gottardello; Angela and Rota-Stabelli; Omar and Anfora; Gianfranco,Multiple lines of evidence for reproductive winter diapause in the invasive pest <i>Drosophila suzukii</i>: useful clues for control strategies,"Successful management of invasive pests, such as Drosophila suzukii, relies on a fine understanding of their biology. Genomic and physiological studies have suggested that the invasive success of D. suzukii is strongly associated with its ability to overwinter in a reproductive diapause state. Here, we coupled field surveys with comparative morphology and genetics to increase our understanding of D. suzukii overwintering behavior and provide useful indications for its management. The results of a 4-year-long field trapping in an Italian mountain region indicate that D. suzukii is continuously captured during winter months and that the number of captures is correlated with temperature. Capture patterns are also contrasting between sexes: while females are more abundantly caught during winter and summer, males are more abundant in spring and autumn. We found that overwintering could occur not only in natural environments, such as woods, but also in anthropic shelters. Comparative morphology and genetics further indicate that spermathecae may play an important adaptive role during winter. Our results unveil complex winter biology in D. suzukii and highlight how the number of overwintering females is an earlier predictor of summer population size. We hence propose that in a given year infestation may be better forecasted by taking into account the captures of the previous winter. We recommend that control methods be diapause-aware. For instance, they should take place in late winter/early spring and close to natural environments, and not only in fruit ripening season and close to orchards.",2016,JOURNAL OF PEST SCIENCE,10.1007/s10340-016-0753-8,Web of Science,savedrecs.bib,1
564,no,Article,Stockton; Dara G. and Brown; Rachael and Loeb; Gregory M.,"Not berry hungry? Discovering the hidden food sources of a small fruit specialist, <i>Drosophila suzukii</i>","1. Although polyphagy is widespread among Drosophila, some specialist species have evolved in response to resource competition and other selection factors favouring niche separation. The small fruit specialist Drosophila suzukii Matsumura has evolved a unique serrated ovipositor that allows it to access ripening fruit, a niche unavailable to most Drosophila. However, it is unclear whether ancestral traits (the use of non-fruit resources) are maintained in this specialist species. 2. In this study, maternal preferences and offspring fitness in response to novel apple, mushroom, and bird manure-based diets were investigated by comparing oviposition and offspring survival and development on various diets. The effect of those diets on survival at cool temperatures and the effect of natal environment/previous exposure on adult preferences were evaluated. 3. Female D. suzukii accepted non-fruit diets such as mushroom and bird manure, and offspring completed their larval development on all diets tested. However, D. suzukii did not perform well on diets that included bird manure. By contrast, combinational apple/mushroom diets were associated with greater oviposition, lower mortality, faster development, and larger offspring than other diets. These diets were also associated with increased resistance to cold stress, and preference for these diets was positively affected by previous feeding experience. 4. These data suggest that D. suzukii may use non-fruit resources when preferred resources are scarce. Given that this pest is adapted to temperate climates, alternative resources might provide seasonal nutritional support when fruit resources are not temporally available, although field data are needed to support this hypothesis.",2019,ECOLOGICAL ENTOMOLOGY,10.1111/een.12766,Web of Science,savedrecs.bib,1
